 --- Query # 0 - "QU What are the effects of calcium on the physical properties of mucus   from CF patients? "
 ------ Doc # 867 = 0.016841
 ------ Doc # 797 = 0.016838
 ------ Doc # 122 = 0.016834
 ------ Doc # 713 = 0.016823
 ------ Doc # 391 = 0.016805
 ------ Doc # 1137 = 0.016803
 ------ Doc # 747 = 0.016784
 ------ Doc # 70 = 0.016721
 ------ Doc # 1146 = 0.016719
 ------ Doc # 1114 = 0.016689
 ------ Doc # 587 = 0.016645
 ------ Doc # 832 = 0.016597
 ------ Doc # 121 = 0.016595
 ------ Doc # 869 = 0.016592
 ------ Doc # 230 = 0.016585
 ------ Doc # 467 = 0.016525
 ------ Doc # 917 = 0.016504
 ------ Doc # 191 = 0.016496
 ------ Doc # 664 = 0.016467
 ------ Doc # 753 = 0.016417
 ------ Doc # 1104 = 0.016371
 ------ Doc # 1086 = 0.016367
 ------ Doc # 1056 = 0.016356
 ------ Doc # 953 = 0.016307
 ------ Doc # 142 = 0.016254
 ------ Doc # 506 = 0.016238
 ------ Doc # 922 = 0.016227
 ------ Doc # 439 = 0.016213
 ------ Doc # 158 = 0.016184
 ------ Doc # 143 = 0.016098
 ------ Doc # 297 = 0.016071
 ------ Doc # 157 = 0.016061
 ------ Doc # 256 = 0.016051
 ------ Doc # 728 = 0.016038
 ------ Doc # 784 = 0.016016
 ------ Doc # 1055 = 0.015998
 ------ Doc # 1227 = 0.015984
 ------ Doc # 1103 = 0.015969
 ------ Doc # 153 = 0.015966
 ------ Doc # 503 = 0.015947
 ------ Doc # 710 = 0.015922
 ------ Doc # 406 = 0.015895
 ------ Doc # 403 = 0.015891
 ------ Doc # 1109 = 0.015875
 ------ Doc # 440 = 0.015863
 ------ Doc # 404 = 0.015841
 ------ Doc # 1116 = 0.015792
 ------ Doc # 1049 = 0.015774
 ------ Doc # 112 = 0.015773
 ------ Doc # 742 = 0.015740
 ------ Doc # 690 = 0.015732
 ------ Doc # 169 = 0.015714
 ------ Doc # 1182 = 0.015708
 ------ Doc # 60 = 0.015708
 ------ Doc # 383 = 0.015692
 ------ Doc # 754 = 0.015665
 ------ Doc # 43 = 0.015578
 ------ Doc # 1034 = 0.015569
 ------ Doc # 184 = 0.015543
 ------ Doc # 290 = 0.015524
 ------ Doc # 405 = 0.015512
 ------ Doc # 145 = 0.015501
 ------ Doc # 236 = 0.015501
 ------ Doc # 553 = 0.015469
 ------ Doc # 310 = 0.015438
 ------ Doc # 530 = 0.015435
 ------ Doc # 478 = 0.015427
 ------ Doc # 390 = 0.015424
 ------ Doc # 167 = 0.015374
 ------ Doc # 619 = 0.015369
 ------ Doc # 1190 = 0.015361
 ------ Doc # 761 = 0.015328
 ------ Doc # 517 = 0.015323
 ------ Doc # 1210 = 0.015312
 ------ Doc # 1123 = 0.015310
 ------ Doc # 564 = 0.015308
 ------ Doc # 402 = 0.015285
 ------ Doc # 15 = 0.015269
 ------ Doc # 29 = 0.015258
 ------ Doc # 179 = 0.015254
 ------ Doc # 659 = 0.015174
 ------ Doc # 81 = 0.015148
 ------ Doc # 413 = 0.015135
 ------ Doc # 12 = 0.015128
 ------ Doc # 715 = 0.015122
 ------ Doc # 520 = 0.015068
 ------ Doc # 462 = 0.015028
 ------ Doc # 890 = 0.015005
 ------ Doc # 1068 = 0.014942
 ------ Doc # 887 = 0.014925
 ------ Doc # 799 = 0.014905
 ------ Doc # 42 = 0.014892
 ------ Doc # 756 = 0.014844
 ------ Doc # 579 = 0.014831
 ------ Doc # 421 = 0.014817
 ------ Doc # 1009 = 0.014796
 ------ Doc # 927 = 0.014736
 ------ Doc # 286 = 0.014728
 ------ Doc # 718 = 0.014680
 ------ Doc # 1108 = 0.014638
 ------ Doc # 123 = 0.014595
 ------ Doc # 704 = 0.014538
 ------ Doc # 623 = 0.014532
 ------ Doc # 428 = 0.014512
 ------ Doc # 561 = 0.014505
 ------ Doc # 418 = 0.014448
 ------ Doc # 384 = 0.014433
 ------ Doc # 277 = 0.014406
 ------ Doc # 423 = 0.014398
 ------ Doc # 263 = 0.014369
 ------ Doc # 444 = 0.014329
 ------ Doc # 316 = 0.014329
 ------ Doc # 709 = 0.014220
 ------ Doc # 420 = 0.014192
 ------ Doc # 970 = 0.014192
 ------ Doc # 826 = 0.014096
 ------ Doc # 332 = 0.014078
 ------ Doc # 804 = 0.014075
 ------ Doc # 1088 = 0.014039
 ------ Doc # 802 = 0.014030
 ------ Doc # 825 = 0.014027
 ------ Doc # 417 = 0.013931
 ------ Doc # 772 = 0.013919
 ------ Doc # 1166 = 0.013867
 ------ Doc # 1125 = 0.013804
 ------ Doc # 364 = 0.013771
 ------ Doc # 716 = 0.013744
 ------ Doc # 186 = 0.013728
 ------ Doc # 138 = 0.013703
 ------ Doc # 853 = 0.013614
 ------ Doc # 342 = 0.013597
 ------ Doc # 1100 = 0.013531
 ------ Doc # 229 = 0.013526
 ------ Doc # 662 = 0.013499
 ------ Doc # 385 = 0.013489
 ------ Doc # 491 = 0.013478
 ------ Doc # 327 = 0.013442
 ------ Doc # 1097 = 0.013442
 ------ Doc # 1231 = 0.013442
 ------ Doc # 1226 = 0.013413
 ------ Doc # 353 = 0.013359
 ------ Doc # 786 = 0.013341
 ------ Doc # 639 = 0.013331
 ------ Doc # 746 = 0.013304
 ------ Doc # 46 = 0.013274
 ------ Doc # 350 = 0.013262
 ------ Doc # 1013 = 0.013221
 ------ Doc # 693 = 0.013197
 ------ Doc # 273 = 0.013187
 ------ Doc # 101 = 0.013153
 ------ Doc # 344 = 0.013151
 ------ Doc # 1236 = 0.013132
 ------ Doc # 978 = 0.013120
 ------ Doc # 743 = 0.013058
 ------ Doc # 509 = 0.012971
 ------ Doc # 412 = 0.012967
 ------ Doc # 250 = 0.012967
 ------ Doc # 193 = 0.012960
 ------ Doc # 700 = 0.012951
 ------ Doc # 1102 = 0.012926
 ------ Doc # 251 = 0.012925
 ------ Doc # 203 = 0.012871
 ------ Doc # 381 = 0.012868
 ------ Doc # 156 = 0.012864
 ------ Doc # 882 = 0.012860
 ------ Doc # 902 = 0.012850
 ------ Doc # 1057 = 0.012842
 ------ Doc # 720 = 0.012729
 ------ Doc # 41 = 0.012725
 ------ Doc # 727 = 0.012703
 ------ Doc # 834 = 0.012701
 ------ Doc # 301 = 0.012691
 ------ Doc # 456 = 0.012666
 ------ Doc # 374 = 0.012644
 ------ Doc # 1058 = 0.012626
 ------ Doc # 570 = 0.012622
 ------ Doc # 1020 = 0.012596
 ------ Doc # 328 = 0.012572
 ------ Doc # 652 = 0.012558
 ------ Doc # 567 = 0.012557
 ------ Doc # 792 = 0.012556
 ------ Doc # 239 = 0.012555
 ------ Doc # 164 = 0.012503
 ------ Doc # 5 = 0.012471
 ------ Doc # 176 = 0.012448
 ------ Doc # 222 = 0.012384
 ------ Doc # 500 = 0.012301
 ------ Doc # 789 = 0.012286
 ------ Doc # 549 = 0.012244
 ------ Doc # 200 = 0.012229
 ------ Doc # 868 = 0.012226
 ------ Doc # 682 = 0.012210
 ------ Doc # 1072 = 0.012196
 ------ Doc # 408 = 0.012155
 ------ Doc # 1127 = 0.012144
 ------ Doc # 1119 = 0.012144
 ------ Doc # 1196 = 0.012106
 ------ Doc # 880 = 0.012077
 ------ Doc # 1160 = 0.012048
 ------ Doc # 780 = 0.012041
 ------ Doc # 28 = 0.012029
 ------ Doc # 883 = 0.011990
 ------ Doc # 1141 = 0.011910
 ------ Doc # 1026 = 0.011843
 ------ Doc # 357 = 0.011768
 ------ Doc # 84 = 0.011762
 ------ Doc # 433 = 0.011758
 ------ Doc # 524 = 0.011695
 ------ Doc # 409 = 0.011679
 ------ Doc # 339 = 0.011594
 ------ Doc # 161 = 0.011567
 ------ Doc # 721 = 0.011563
 ------ Doc # 162 = 0.011551
 ------ Doc # 1230 = 0.011493
 ------ Doc # 686 = 0.011461
 ------ Doc # 783 = 0.011456
 ------ Doc # 574 = 0.011439
 ------ Doc # 450 = 0.011411
 ------ Doc # 1191 = 0.011390
 ------ Doc # 40 = 0.011355
 ------ Doc # 483 = 0.011345
 ------ Doc # 866 = 0.011338
 ------ Doc # 637 = 0.011327
 ------ Doc # 891 = 0.011318
 ------ Doc # 34 = 0.011280
 ------ Doc # 35 = 0.011277
 ------ Doc # 888 = 0.011269
 ------ Doc # 1011 = 0.011259
 ------ Doc # 925 = 0.011246
 ------ Doc # 57 = 0.011244
 ------ Doc # 303 = 0.011213
 ------ Doc # 324 = 0.011191
 ------ Doc # 127 = 0.011187
 ------ Doc # 701 = 0.011131
 ------ Doc # 459 = 0.011077
 ------ Doc # 972 = 0.011057
 ------ Doc # 396 = 0.011027
 ------ Doc # 836 = 0.011009
 ------ Doc # 209 = 0.011006
 ------ Doc # 983 = 0.010985
 ------ Doc # 1012 = 0.010960
 ------ Doc # 1122 = 0.010945
 ------ Doc # 431 = 0.010923
 ------ Doc # 1027 = 0.010893
 ------ Doc # 863 = 0.010813
 ------ Doc # 282 = 0.010806
 ------ Doc # 591 = 0.010794
 ------ Doc # 261 = 0.010781
 ------ Doc # 683 = 0.010759
 ------ Doc # 1223 = 0.010751
 ------ Doc # 1235 = 0.010732
 ------ Doc # 1075 = 0.010710
 ------ Doc # 640 = 0.010682
 ------ Doc # 531 = 0.010655
 ------ Doc # 1025 = 0.010601
 ------ Doc # 1070 = 0.010599
 ------ Doc # 1189 = 0.010535
 ------ Doc # 1017 = 0.010471
 ------ Doc # 476 = 0.010453
 ------ Doc # 228 = 0.010422
 ------ Doc # 861 = 0.010397
 ------ Doc # 698 = 0.010383
 ------ Doc # 818 = 0.010313
 ------ Doc # 668 = 0.010294
 ------ Doc # 257 = 0.010265
 ------ Doc # 198 = 0.010250
 ------ Doc # 319 = 0.010223
 ------ Doc # 464 = 0.010215
 ------ Doc # 486 = 0.010211
 ------ Doc # 487 = 0.010176
 ------ Doc # 271 = 0.010175
 ------ Doc # 178 = 0.010151
 ------ Doc # 410 = 0.010119
 ------ Doc # 1130 = 0.010037
 ------ Doc # 1152 = 0.010025
 ------ Doc # 79 = 0.009998
 ------ Doc # 365 = 0.009978
 ------ Doc # 181 = 0.009972
 ------ Doc # 696 = 0.009962
 ------ Doc # 376 = 0.009961
 ------ Doc # 937 = 0.009960
 ------ Doc # 991 = 0.009936
 ------ Doc # 801 = 0.009891
 ------ Doc # 910 = 0.009887
 ------ Doc # 770 = 0.009757
 ------ Doc # 1095 = 0.009751
 ------ Doc # 938 = 0.009730
 ------ Doc # 752 = 0.009687
 ------ Doc # 773 = 0.009639
 ------ Doc # 762 = 0.009542
 ------ Doc # 1132 = 0.009539
 ------ Doc # 249 = 0.009536
 ------ Doc # 841 = 0.009514
 ------ Doc # 1094 = 0.009498
 ------ Doc # 117 = 0.009484
 ------ Doc # 171 = 0.009445
 ------ Doc # 893 = 0.009422
 ------ Doc # 1221 = 0.009401
 ------ Doc # 598 = 0.009368
 ------ Doc # 873 = 0.009343
 ------ Doc # 622 = 0.009282
 ------ Doc # 688 = 0.009255
 ------ Doc # 317 = 0.009247
 ------ Doc # 373 = 0.009243
 ------ Doc # 1079 = 0.009239
 ------ Doc # 1176 = 0.009211
 ------ Doc # 849 = 0.009205
 ------ Doc # 21 = 0.009157
 ------ Doc # 45 = 0.009148
 ------ Doc # 979 = 0.009142
 ------ Doc # 657 = 0.009122
 ------ Doc # 1144 = 0.009090
 ------ Doc # 516 = 0.009027
 ------ Doc # 325 = 0.009026
 ------ Doc # 787 = 0.009004
 ------ Doc # 889 = 0.008965
 ------ Doc # 974 = 0.008829
 ------ Doc # 116 = 0.008807
 ------ Doc # 407 = 0.008757
 ------ Doc # 675 = 0.008721
 ------ Doc # 6 = 0.008666
 ------ Doc # 820 = 0.008664
 ------ Doc # 371 = 0.008660
 ------ Doc # 569 = 0.008629
 ------ Doc # 981 = 0.008472
 ------ Doc # 769 = 0.008458
 ------ Doc # 580 = 0.008437
 ------ Doc # 426 = 0.008434
 ------ Doc # 207 = 0.008375
 ------ Doc # 66 = 0.008355
 ------ Doc # 1028 = 0.008327
 ------ Doc # 114 = 0.008292
 ------ Doc # 636 = 0.008254
 ------ Doc # 933 = 0.008228
 ------ Doc # 656 = 0.008173
 ------ Doc # 23 = 0.008160
 ------ Doc # 1032 = 0.008138
 ------ Doc # 448 = 0.008133
 ------ Doc # 823 = 0.008090
 ------ Doc # 855 = 0.008074
 ------ Doc # 521 = 0.008013
 ------ Doc # 651 = 0.007994
 ------ Doc # 1193 = 0.007951
 ------ Doc # 908 = 0.007913
 ------ Doc # 95 = 0.007872
 ------ Doc # 603 = 0.007807
 ------ Doc # 759 = 0.007805
 ------ Doc # 878 = 0.007790
 ------ Doc # 362 = 0.007742
 ------ Doc # 318 = 0.007702
 ------ Doc # 2 = 0.007673
 ------ Doc # 1184 = 0.007667
 ------ Doc # 1198 = 0.007603
 ------ Doc # 53 = 0.007600
 ------ Doc # 777 = 0.007583
 ------ Doc # 214 = 0.007578
 ------ Doc # 620 = 0.007571
 ------ Doc # 267 = 0.007552
 ------ Doc # 560 = 0.007552
 ------ Doc # 515 = 0.007489
 ------ Doc # 9 = 0.007476
 ------ Doc # 723 = 0.007434
 ------ Doc # 264 = 0.007431
 ------ Doc # 216 = 0.007422
 ------ Doc # 779 = 0.007409
 ------ Doc # 838 = 0.007398
 ------ Doc # 621 = 0.007359
 ------ Doc # 760 = 0.007324
 ------ Doc # 909 = 0.007182
 ------ Doc # 681 = 0.007182
 ------ Doc # 788 = 0.007049
 ------ Doc # 900 = 0.007041
 ------ Doc # 708 = 0.007025
 ------ Doc # 872 = 0.006975
 ------ Doc # 1080 = 0.006898
 ------ Doc # 744 = 0.006770
 ------ Doc # 545 = 0.006678
 ------ Doc # 1217 = 0.006638
 ------ Doc # 240 = 0.006621
 ------ Doc # 641 = 0.006573
 ------ Doc # 1113 = 0.006573
 ------ Doc # 1022 = 0.006546
 ------ Doc # 379 = 0.006406
 ------ Doc # 666 = 0.006354
 ------ Doc # 649 = 0.006302
 ------ Doc # 468 = 0.006201
 ------ Doc # 474 = 0.006097
 ------ Doc # 774 = 0.005966
 ------ Doc # 644 = 0.005956
 ------ Doc # 1208 = 0.005896
 ------ Doc # 14 = 0.005808
 ------ Doc # 270 = 0.005567
 ------ Doc # 213 = 0.005537
 ------ Doc # 1010 = 0.005520
 ------ Doc # 1036 = 0.005516
 ------ Doc # 857 = 0.005348
 ------ Doc # 44 = 0.005333
 ------ Doc # 492 = 0.005333
 ------ Doc # 54 = 0.005228
 ------ Doc # 16 = 0.005196
 ------ Doc # 781 = 0.005187
 ------ Doc # 1219 = 0.005167
 ------ Doc # 581 = 0.005142
 ------ Doc # 1061 = 0.004942
 ------ Doc # 1018 = 0.004827
 ------ Doc # 600 = 0.003820
 ------ Doc # 558 = 0.001448
Precision-R: 0.0800000000

 --- Query # 0 - "QU What are the abnormalities of pulmonary function in CF patients?"
 ------ Doc # 490 = 0.126244
 ------ Doc # 875 = 0.126110
 ------ Doc # 566 = 0.094167
 ------ Doc # 926 = 0.082794
 ------ Doc # 106 = 0.078453
 ------ Doc # 833 = 0.077850
 ------ Doc # 931 = 0.077674
 ------ Doc # 189 = 0.076987
 ------ Doc # 975 = 0.074781
 ------ Doc # 20 = 0.074044
 ------ Doc # 170 = 0.073482
 ------ Doc # 96 = 0.073158
 ------ Doc # 767 = 0.072011
 ------ Doc # 1045 = 0.071158
 ------ Doc # 1214 = 0.070845
 ------ Doc # 1148 = 0.069940
 ------ Doc # 736 = 0.068698
 ------ Doc # 921 = 0.065798
 ------ Doc # 1218 = 0.065415
 ------ Doc # 964 = 0.065279
 ------ Doc # 505 = 0.065273
 ------ Doc # 726 = 0.064185
 ------ Doc # 437 = 0.062676
 ------ Doc # 501 = 0.062355
 ------ Doc # 323 = 0.062180
 ------ Doc # 1159 = 0.062065
 ------ Doc # 484 = 0.062051
 ------ Doc # 59 = 0.061398
 ------ Doc # 16 = 0.061251
 ------ Doc # 915 = 0.060738
 ------ Doc # 543 = 0.060673
 ------ Doc # 50 = 0.060663
 ------ Doc # 134 = 0.060154
 ------ Doc # 443 = 0.059005
 ------ Doc # 602 = 0.058904
 ------ Doc # 210 = 0.058301
 ------ Doc # 594 = 0.058090
 ------ Doc # 388 = 0.058056
 ------ Doc # 42 = 0.058032
 ------ Doc # 1047 = 0.057649
 ------ Doc # 1234 = 0.057328
 ------ Doc # 1195 = 0.056586
 ------ Doc # 377 = 0.056543
 ------ Doc # 63 = 0.056399
 ------ Doc # 546 = 0.056028
 ------ Doc # 906 = 0.055921
 ------ Doc # 911 = 0.055806
 ------ Doc # 1041 = 0.055776
 ------ Doc # 129 = 0.055677
 ------ Doc # 751 = 0.055667
 ------ Doc # 1062 = 0.055620
 ------ Doc # 1031 = 0.055318
 ------ Doc # 92 = 0.055297
 ------ Doc # 771 = 0.055149
 ------ Doc # 856 = 0.054992
 ------ Doc # 605 = 0.054972
 ------ Doc # 965 = 0.054804
 ------ Doc # 204 = 0.054483
 ------ Doc # 624 = 0.054288
 ------ Doc # 587 = 0.054143
 ------ Doc # 943 = 0.053989
 ------ Doc # 504 = 0.053781
 ------ Doc # 352 = 0.053755
 ------ Doc # 155 = 0.053545
 ------ Doc # 242 = 0.053453
 ------ Doc # 337 = 0.053062
 ------ Doc # 56 = 0.053061
 ------ Doc # 536 = 0.053042
 ------ Doc # 368 = 0.052953
 ------ Doc # 300 = 0.052664
 ------ Doc # 446 = 0.052322
 ------ Doc # 907 = 0.052282
 ------ Doc # 809 = 0.052226
 ------ Doc # 390 = 0.051857
 ------ Doc # 439 = 0.051780
 ------ Doc # 140 = 0.051653
 ------ Doc # 699 = 0.051614
 ------ Doc # 372 = 0.051611
 ------ Doc # 1192 = 0.051331
 ------ Doc # 1136 = 0.050585
 ------ Doc # 904 = 0.050397
 ------ Doc # 465 = 0.050022
 ------ Doc # 747 = 0.049703
 ------ Doc # 1110 = 0.049630
 ------ Doc # 87 = 0.049449
 ------ Doc # 322 = 0.049392
 ------ Doc # 1206 = 0.049233
 ------ Doc # 1162 = 0.049189
 ------ Doc # 821 = 0.048950
 ------ Doc # 241 = 0.048945
 ------ Doc # 90 = 0.048797
 ------ Doc # 206 = 0.048711
 ------ Doc # 914 = 0.048492
 ------ Doc # 697 = 0.048491
 ------ Doc # 625 = 0.048342
 ------ Doc # 64 = 0.048294
 ------ Doc # 1212 = 0.048244
 ------ Doc # 613 = 0.048151
 ------ Doc # 1013 = 0.047788
 ------ Doc # 1171 = 0.047729
 ------ Doc # 312 = 0.047720
 ------ Doc # 351 = 0.047692
 ------ Doc # 502 = 0.047530
 ------ Doc # 800 = 0.047490
 ------ Doc # 611 = 0.047172
 ------ Doc # 24 = 0.047025
 ------ Doc # 440 = 0.046670
 ------ Doc # 842 = 0.046444
 ------ Doc # 959 = 0.046407
 ------ Doc # 1038 = 0.046392
 ------ Doc # 1197 = 0.046268
 ------ Doc # 961 = 0.046246
 ------ Doc # 814 = 0.045774
 ------ Doc # 174 = 0.045622
 ------ Doc # 473 = 0.045577
 ------ Doc # 150 = 0.045571
 ------ Doc # 480 = 0.045512
 ------ Doc # 84 = 0.045502
 ------ Doc # 1194 = 0.045473
 ------ Doc # 438 = 0.045171
 ------ Doc # 1161 = 0.044974
 ------ Doc # 187 = 0.044905
 ------ Doc # 273 = 0.044873
 ------ Doc # 1112 = 0.044519
 ------ Doc # 663 = 0.044273
 ------ Doc # 987 = 0.044265
 ------ Doc # 1071 = 0.043998
 ------ Doc # 684 = 0.043995
 ------ Doc # 1118 = 0.043965
 ------ Doc # 82 = 0.043659
 ------ Doc # 192 = 0.043511
 ------ Doc # 731 = 0.043320
 ------ Doc # 314 = 0.043261
 ------ Doc # 15 = 0.043095
 ------ Doc # 18 = 0.042993
 ------ Doc # 499 = 0.042983
 ------ Doc # 803 = 0.042911
 ------ Doc # 370 = 0.042834
 ------ Doc # 76 = 0.042678
 ------ Doc # 606 = 0.042452
 ------ Doc # 776 = 0.042350
 ------ Doc # 815 = 0.042324
 ------ Doc # 246 = 0.042211
 ------ Doc # 1165 = 0.041743
 ------ Doc # 955 = 0.041607
 ------ Doc # 872 = 0.041303
 ------ Doc # 1213 = 0.041252
 ------ Doc # 1172 = 0.041206
 ------ Doc # 1060 = 0.041113
 ------ Doc # 383 = 0.040652
 ------ Doc # 392 = 0.040579
 ------ Doc # 1016 = 0.040551
 ------ Doc # 653 = 0.040520
 ------ Doc # 562 = 0.040476
 ------ Doc # 237 = 0.040298
 ------ Doc # 784 = 0.040091
 ------ Doc # 508 = 0.040022
 ------ Doc # 1232 = 0.039982
 ------ Doc # 629 = 0.039779
 ------ Doc # 479 = 0.039605
 ------ Doc # 689 = 0.039585
 ------ Doc # 488 = 0.039481
 ------ Doc # 397 = 0.039476
 ------ Doc # 905 = 0.039446
 ------ Doc # 548 = 0.039416
 ------ Doc # 988 = 0.039314
 ------ Doc # 899 = 0.039216
 ------ Doc # 798 = 0.039100
 ------ Doc # 630 = 0.038957
 ------ Doc # 526 = 0.038706
 ------ Doc # 969 = 0.038696
 ------ Doc # 295 = 0.038683
 ------ Doc # 434 = 0.038658
 ------ Doc # 1237 = 0.038649
 ------ Doc # 791 = 0.038484
 ------ Doc # 1067 = 0.038369
 ------ Doc # 920 = 0.038244
 ------ Doc # 715 = 0.038217
 ------ Doc # 537 = 0.038118
 ------ Doc # 347 = 0.037592
 ------ Doc # 471 = 0.037499
 ------ Doc # 117 = 0.037471
 ------ Doc # 1228 = 0.037447
 ------ Doc # 874 = 0.037344
 ------ Doc # 1073 = 0.037321
 ------ Doc # 552 = 0.037315
 ------ Doc # 553 = 0.037221
 ------ Doc # 1000 = 0.037166
 ------ Doc # 57 = 0.037161
 ------ Doc # 284 = 0.037142
 ------ Doc # 46 = 0.037116
 ------ Doc # 144 = 0.036939
 ------ Doc # 1003 = 0.036884
 ------ Doc # 510 = 0.036837
 ------ Doc # 423 = 0.036529
 ------ Doc # 903 = 0.036519
 ------ Doc # 761 = 0.036509
 ------ Doc # 454 = 0.036449
 ------ Doc # 1063 = 0.036388
 ------ Doc # 475 = 0.036327
 ------ Doc # 783 = 0.036285
 ------ Doc # 722 = 0.036197
 ------ Doc # 25 = 0.036118
 ------ Doc # 364 = 0.035986
 ------ Doc # 89 = 0.035935
 ------ Doc # 1077 = 0.035882
 ------ Doc # 922 = 0.035787
 ------ Doc # 580 = 0.035705
 ------ Doc # 592 = 0.035664
 ------ Doc # 597 = 0.035607
 ------ Doc # 308 = 0.035524
 ------ Doc # 950 = 0.035365
 ------ Doc # 886 = 0.035345
 ------ Doc # 74 = 0.035262
 ------ Doc # 17 = 0.035220
 ------ Doc # 1183 = 0.035213
 ------ Doc # 556 = 0.035144
 ------ Doc # 1135 = 0.035099
 ------ Doc # 885 = 0.035079
 ------ Doc # 419 = 0.035040
 ------ Doc # 923 = 0.034986
 ------ Doc # 882 = 0.034945
 ------ Doc # 685 = 0.034841
 ------ Doc # 149 = 0.034833
 ------ Doc # 989 = 0.034828
 ------ Doc # 427 = 0.034825
 ------ Doc # 859 = 0.034800
 ------ Doc # 1156 = 0.034742
 ------ Doc # 146 = 0.034740
 ------ Doc # 585 = 0.034671
 ------ Doc # 730 = 0.034508
 ------ Doc # 133 = 0.034332
 ------ Doc # 840 = 0.034303
 ------ Doc # 1074 = 0.034296
 ------ Doc # 901 = 0.034269
 ------ Doc # 472 = 0.034202
 ------ Doc # 1040 = 0.034053
 ------ Doc # 705 = 0.034021
 ------ Doc # 172 = 0.033938
 ------ Doc # 489 = 0.033891
 ------ Doc # 1104 = 0.033851
 ------ Doc # 1179 = 0.033847
 ------ Doc # 13 = 0.033838
 ------ Doc # 477 = 0.033785
 ------ Doc # 254 = 0.033740
 ------ Doc # 672 = 0.033721
 ------ Doc # 243 = 0.033697
 ------ Doc # 1186 = 0.033555
 ------ Doc # 719 = 0.033548
 ------ Doc # 1163 = 0.033539
 ------ Doc # 166 = 0.033503
 ------ Doc # 341 = 0.033485
 ------ Doc # 289 = 0.033422
 ------ Doc # 185 = 0.033401
 ------ Doc # 159 = 0.033188
 ------ Doc # 1151 = 0.033184
 ------ Doc # 349 = 0.033088
 ------ Doc # 218 = 0.032959
 ------ Doc # 1170 = 0.032910
 ------ Doc # 971 = 0.032867
 ------ Doc # 518 = 0.032780
 ------ Doc # 197 = 0.032690
 ------ Doc # 203 = 0.032634
 ------ Doc # 655 = 0.032546
 ------ Doc # 956 = 0.032420
 ------ Doc # 913 = 0.032354
 ------ Doc # 1132 = 0.032340
 ------ Doc # 460 = 0.032113
 ------ Doc # 22 = 0.032045
 ------ Doc # 231 = 0.032040
 ------ Doc # 432 = 0.032036
 ------ Doc # 810 = 0.032019
 ------ Doc # 598 = 0.031995
 ------ Doc # 896 = 0.031955
 ------ Doc # 538 = 0.031952
 ------ Doc # 948 = 0.031689
 ------ Doc # 945 = 0.031662
 ------ Doc # 496 = 0.031662
 ------ Doc # 98 = 0.031658
 ------ Doc # 115 = 0.031545
 ------ Doc # 628 = 0.031440
 ------ Doc # 634 = 0.031422
 ------ Doc # 1109 = 0.031406
 ------ Doc # 195 = 0.031399
 ------ Doc # 451 = 0.031269
 ------ Doc # 865 = 0.031245
 ------ Doc # 1216 = 0.031165
 ------ Doc # 1224 = 0.031146
 ------ Doc # 648 = 0.031040
 ------ Doc # 378 = 0.030993
 ------ Doc # 977 = 0.030944
 ------ Doc # 753 = 0.030898
 ------ Doc # 287 = 0.030878
 ------ Doc # 757 = 0.030838
 ------ Doc # 38 = 0.030765
 ------ Doc # 778 = 0.030734
 ------ Doc # 582 = 0.030734
 ------ Doc # 541 = 0.030705
 ------ Doc # 944 = 0.030664
 ------ Doc # 845 = 0.030662
 ------ Doc # 608 = 0.030644
 ------ Doc # 1081 = 0.030482
 ------ Doc # 1188 = 0.030477
 ------ Doc # 994 = 0.030460
 ------ Doc # 952 = 0.030382
 ------ Doc # 326 = 0.030299
 ------ Doc # 1143 = 0.030271
 ------ Doc # 1211 = 0.030188
 ------ Doc # 211 = 0.030154
 ------ Doc # 313 = 0.030119
 ------ Doc # 321 = 0.030117
 ------ Doc # 302 = 0.030083
 ------ Doc # 340 = 0.030024
 ------ Doc # 980 = 0.029997
 ------ Doc # 266 = 0.029971
 ------ Doc # 118 = 0.029938
 ------ Doc # 180 = 0.029821
 ------ Doc # 1050 = 0.029689
 ------ Doc # 163 = 0.029650
 ------ Doc # 626 = 0.029634
 ------ Doc # 100 = 0.029626
 ------ Doc # 768 = 0.029622
 ------ Doc # 1017 = 0.029585
 ------ Doc # 151 = 0.029569
 ------ Doc # 1015 = 0.029521
 ------ Doc # 1008 = 0.029496
 ------ Doc # 822 = 0.029490
 ------ Doc # 258 = 0.029460
 ------ Doc # 889 = 0.029412
 ------ Doc # 62 = 0.029384
 ------ Doc # 169 = 0.029382
 ------ Doc # 386 = 0.029334
 ------ Doc # 568 = 0.029326
 ------ Doc # 1131 = 0.029300
 ------ Doc # 710 = 0.029241
 ------ Doc # 1201 = 0.029198
 ------ Doc # 27 = 0.029186
 ------ Doc # 599 = 0.029177
 ------ Doc # 614 = 0.029170
 ------ Doc # 711 = 0.029158
 ------ Doc # 49 = 0.029046
 ------ Doc # 248 = 0.029045
 ------ Doc # 33 = 0.029035
 ------ Doc # 756 = 0.029004
 ------ Doc # 642 = 0.028941
 ------ Doc # 1066 = 0.028859
 ------ Doc # 575 = 0.028836
 ------ Doc # 1078 = 0.028806
 ------ Doc # 288 = 0.028802
 ------ Doc # 1209 = 0.028731
 ------ Doc # 1175 = 0.028677
 ------ Doc # 283 = 0.028677
 ------ Doc # 1076 = 0.028656
 ------ Doc # 535 = 0.028637
 ------ Doc # 221 = 0.028618
 ------ Doc # 1229 = 0.028599
 ------ Doc # 660 = 0.028549
